routeid,nodeid,gpslong,gpslati
104000008,112000399,126.9691796639,37.5624553919
104000008,101000004,126.9725522061,37.5554776389
100100001,102000226,126.9904431246,37.5511572043
100100001,102000316,126.981814,37.552265
100100001,101000160,126.980237787,37.5545553981
100100001,101000115,126.9838858506,37.5552850097
100100001,101000116,126.9874059964,37.5586203825
100100001,101000053,126.992490506,37.5609899926
100100001,101000054,126.9948830406,37.5613196823
100100001,101000103,126.9999300049,37.5624801112
100100001,101000293,127.0027220126,37.5601814056
100100001,101000117,127.0054329618,37.5581192384
100100001,101000106,127.0010413652,37.5516156456
100100001,101000149,126.998808215,37.5506954106
100100001,102000226,126.9904431246,37.5511572043
100100001,102000316,126.981814,37.552265
100100001,101000160,126.980237787,37.5545553981
100100001,101000115,126.9838858506,37.5552850097
100100001,101000116,126.9874059964,37.5586203825
100100001,101000053,126.992490506,37.5609899926
100100001,101000054,126.9948830406,37.5613196823
100100001,101000103,126.9999300049,37.5624801112
100100001,101000293,127.0027220126,37.5601814056
100100001,101000117,127.0054329618,37.5581192384
100100001,101000106,127.0010413652,37.5516156456
100100001,101000149,126.998808215,37.5506954106
100100002,101000033,126.97648724,37.5626069098
100100002,101000039,126.9772704866,37.5683636767
100100002,100000023,126.9772022826,37.5724045047
100100002,100000022,126.9787204661,37.5756938103
100100002,100000104,126.9841842323,37.5758656523
100100002,100000413,126.9875496939,37.5713121046
100100002,100000004,126.9875072018,37.5685822333
100100002,101000001,126.9874579937,37.5649827048
100100002,101000051,126.985717,37.56094
100100002,101000032,126.9779334764,37.5610812855
100100002,101000033,126.97648724,37.5626069098
100100002,101000039,126.9772704866,37.5683636767
100100002,100000023,126.9772022826,37.5724045047
100100002,100000022,126.9787204661,37.5756938103
100100002,100000104,126.9841842323,37.5758656523
100100002,100000413,126.9875496939,37.5713121046
100100002,100000004,126.9875072018,37.5685822333
100100002,101000001,126.9874579937,37.5649827048
100100002,101000051,126.985717,37.56094
100100002,101000032,126.9779334764,37.5610812855
100100002,101000033,126.97648724,37.5626069098
100100002,101000039,126.9772704866,37.5683636767
100100002,100000023,126.9772022826,37.5724045047
100100002,100000022,126.9787204661,37.5756938103
100100002,100000104,126.9841842323,37.5758656523
100100002,100000413,126.9875496939,37.5713121046
100100002,100000004,126.9875072018,37.5685822333
100100002,101000001,126.9874579937,37.5649827048
100100002,101000051,126.985717,37.56094
100100002,101000032,126.9779334764,37.5610812855
106000002,102000226,126.9904431246,37.5511572043
106000002,102000316,126.981814,37.552265
106000002,101000111,126.9801102008,37.5556147024
106000002,101000265,126.9766122299,37.5566056006
106000002,101000029,126.9759991814,37.558573168
106000002,101000033,126.97648724,37.5626069098
106000002,101000039,126.9772704866,37.5683636767
106000002,100000386,126.981,37.570072
106000002,100000388,126.985541114,37.570087252
106000002,100000390,126.9895689652,37.5701875394
106000002,100000392,126.9947286676,37.5704168801
106000002,100000394,126.9988533013,37.5707157083
106000002,100000396,127.0034688409,37.5709177804
106000002,101000074,127.0084231234,37.5673199726
106000002,101000071,127.0072941642,37.5650333972
106000002,101000117,127.0054329618,37.5581192384
106000002,101000106,127.0010413652,37.5516156456
106000002,101000149,126.998808215,37.5506954106
100100549,110000327,127.0700074499,37.6381165585
100100549,110000286,127.0689531571,37.6392980997
100100549,110000273,127.0662849768,37.6405553357
100100549,110000272,127.0651976974,37.6429369554
100100549,110000275,127.0648650883,37.6457948167
100100549,110000277,127.0679031632,37.6475425263
100100549,110000279,127.0700462203,37.6468902229
100100549,110000280,127.0715162754,37.643566149
100100549,110000337,127.0723129965,37.641825354
100100549,110000335,127.0729634977,37.6404744601
100100549,110000333,127.0744265397,37.6383451615
100100549,110000325,127.0695594596,37.6367787075
100100549,110000353,127.066903007,37.635155239
100100549,110000351,127.0647840048,37.6338384235
100100549,110000238,127.0616454031,37.6319022528
100100549,110000211,127.0553103774,37.6279484387
100100549,110000210,127.0525763998,37.6262050932
100100549,108000098,127.0481201397,37.6233206964
100100549,108000373,127.0454331119,37.6208240912
100100549,108000099,127.044351703,37.6191103466
100100549,108000100,127.0380710764,37.6136824773
100100549,108000101,127.0360801756,37.612149839
100100549,108000102,127.0321633111,37.6100659535
100100549,107000001,127.028232048,37.6068897684
100100549,107000003,127.0241845482,37.6036093788
100100549,107000005,127.0216800673,37.5988124984
100100549,107000007,127.0180870417,37.5937751071
100100549,107000009,127.0092102337,37.5898834226
100100549,100000005,127.0016943494,37.5862299819
100100549,100000003,126.9982901625,37.5827088189
100100549,100000002,126.9965201597,37.5791788583
100100549,100000102,126.9973383362,37.5745325055
100100549,100000151,126.9978384311,37.5695021129
100100549,101000063,126.9962218644,37.5666038467
100100549,101000061,126.990379454,37.566313373
100100549,101000059,126.9865270687,37.5661750187
100100549,101000041,126.9821793435,37.5644712444
100100549,101000032,126.9779334764,37.5610812855
100100549,101000329,126.9744890187,37.5597629406
100100549,101000004,126.9725522061,37.5554776389
100100549,102000012,126.9716892138,37.5495341989
100100549,102000010,126.9722180094,37.5437536535
100100549,102000008,126.9740800298,37.5359959041
100100549,102000006,126.9704504046,37.5321195468
100100549,102000004,126.9666335,37.52793675
100100549,102000002,126.9631384285,37.5243338388
100100549,102000120,126.9661332639,37.5215323867
100100549,102000122,126.9683477687,37.521275303
100100549,102000124,126.9729005287,37.5201520027
100100549,102000126,126.9761464371,37.5191306285
100100549,102000128,126.9783905191,37.5184071679
100100549,102000130,126.9811387863,37.5178158456
100100549,102000132,126.9854597842,37.5174878544
100100549,102000063,126.9894739925,37.5200510964
100100549,102000061,126.9920733173,37.5253797715
100100549,102000059,126.9911060067,37.5302507227
100100549,102000060,126.9911951867,37.5296144396
100100549,102000175,126.9913903716,37.5248179784
100100549,102000176,126.9907042754,37.5226166078
100100549,102000243,126.9906243951,37.5208411716
100100549,102000173,126.9901087261,37.5202604236
100100549,102000231,126.9892300874,37.5200377124
100100549,102000131,126.9851957512,37.5178934253
100100549,102000129,126.9807832264,37.5179305266
100100549,102000127,126.9775800661,37.5187582786
100100549,102000125,126.974567284,37.5197158871
100100549,102000123,126.9718436463,37.5205709728
100100549,102000121,126.9677713597,37.5214178569
100100549,102000001,126.9631731011,37.5241009704
100100549,102000003,126.9661443758,37.5272804289
100100549,102000005,126.9701706148,37.5315345859
100100549,102000007,126.9739350361,37.5353188444
100100549,102000009,126.9725584823,37.5432991184
100100549,102000011,126.9721833581,37.5509825934
100100549,101000007,126.9727726576,37.5554664032
100100549,101000114,126.9762193,37.56037765
100100549,101000043,126.9819217706,37.5630081328
100100549,101000057,126.9853753406,37.5659870189
100100549,101000060,126.9888222236,37.5661216045
100100549,101000062,126.9913175282,37.5662336334
100100549,101000064,126.9968402973,37.5664971393
100100549,101000067,127.0011069759,37.5667239207
100100549,101000070,127.0064075366,37.5661794747
100100549,101000071,127.0072941642,37.5650333972
100100549,101000102,127.0032991424,37.5634318233
100100549,101000069,127.0024217692,37.5658168668
100100549,101000068,127.0022525478,37.5679533421
100100549,100000116,127.0020674817,37.5705560731
100100549,100000109,127.0020279531,37.5728818279
100100549,100000108,127.0021111571,37.5744636711
100100549,100000123,127.0022981851,37.5781239863
100100549,100000124,127.0021325403,37.5811068753
100100549,100000133,127.0015280585,37.5845415827
100100549,107000010,127.0083640454,37.5893269191
100100549,107000008,127.0178186974,37.5933209408
100100549,107000006,127.0217897651,37.5979233522
100100549,107000004,127.0236778462,37.603191078
100100549,107000002,127.0273788206,37.6059970411
100100549,107000011,127.0321966828,37.6099865112
100100549,107000012,127.0357831591,37.6118940155
100100549,107000013,127.038206836,37.6137042583
100100549,107000014,127.0430151093,37.617937351
100100549,107000015,127.0452815707,37.6203386577
100100549,107000016,127.048608795,37.6235755993
100100549,110000236,127.051330169,37.6252566934
100100549,110000237,127.0574366108,37.6291167449
100100549,110000239,127.0615722158,37.6317010297
100100549,110000352,127.0654499289,37.6341014365
100100549,110000354,127.0668981348,37.6349926667
100100549,110000324,127.0694564001,37.6365602067
100100549,110000328,127.0707323267,37.6373499931
100100549,110000695,127.0733137574,37.6379659285
100100549,110000334,127.0743128874,37.639369407
100100549,110000336,127.0723823886,37.6420528175
100100549,110000341,127.0710261009,37.6449220911
100100549,110000257,127.0701324491,37.6473672698
100100549,110000276,127.067988,37.647847
100100549,110000274,127.0654180083,37.6460466232
100100549,110000265,127.0645691655,37.6438971185
100100549,110000343,127.0691087074,37.6392529913
100100549,110000387,127.0705878235,37.6374168944
100100006,108000014,127.0128765987,37.6625634716
100100006,108000015,127.0134646945,37.6607847495
100100006,109000115,127.0150272235,37.6575139692
100100006,109000117,127.018941983,37.6572758816
100100006,109000119,127.0231369153,37.6573563797
100100006,109000121,127.0242708967,37.657400826
100100006,109900046,127.02641349,37.657506626
100100006,109000125,127.0289337292,37.657645309
100100006,109000127,127.0317544101,37.6578267456
100100006,109000129,127.035122,37.658044
100100006,109000131,127.0376886766,37.6571904367
100100006,109000013,127.0381546955,37.654566822
100100006,109000015,127.0347521487,37.6488235595
100100006,109000017,127.0326523611,37.6452930245
100100006,108000001,127.0290061373,37.6412660271
100100006,108000378,127.0260369276,37.6385200449
100100006,108000003,127.0240533777,37.6367024335
100100006,108000005,127.0241827782,37.6312290658
100100006,108000007,127.0266555502,37.6248712648
100100006,108000009,127.0287005024,37.6197095673
100100006,108000011,127.030002312,37.613765142
100100006,107000058,127.0313059234,37.6059147758
100100006,107000060,127.0331233065,37.6014694388
100100006,107000062,127.0342434232,37.5992522052
100100006,107000064,127.0357831859,37.5948209235
100100006,107000066,127.0349190878,37.5884912484
100100006,107000067,127.0316635859,37.5851062255
100100006,107000068,127.0291104074,37.5826133103
100100006,107000069,127.0250876003,37.5796518037
100100006,100000147,127.0229468784,37.5758561421
100100006,100000367,127.0196389758,37.57430372
100100006,100000365,127.0124927764,37.5721671928
100100006,100000397,127.0057093611,37.571151812
100100006,100000395,126.9993198827,37.5709076392
100100006,100000393,126.9952769536,37.5706002885
100100006,100000391,126.9899682503,37.5703886931
100100006,100000389,126.9862540445,37.5702679499
100100006,100000387,126.9813905902,37.5702666069
100100006,100000385,126.9780908549,37.5702957096
100100006,100000028,126.9713844203,37.5699306396
100100006,100000376,126.9687255308,37.5680683964
100100006,112000169,126.9685874852,37.5632451003
100100006,101000036,126.9748278571,37.5633054584
100100006,101000039,126.9772704866,37.5683636767
100100006,100000386,126.981,37.570072
100100006,100000388,126.985541114,37.570087252
100100006,100000390,126.9895689652,37.5701875394
100100006,100000392,126.9947286676,37.5704168801
100100006,100000394,126.9988533013,37.5707157083
100100006,100000396,127.0034688409,37.5709177804
100100006,100000398,127.0134620695,37.5722800814
100100006,100000366,127.017533,37.573432
100100006,105000552,127.0232641452,37.5766294277
100100006,105000092,127.0255251139,37.5798117485
100100006,105000091,127.029909,37.582438
100100006,105000090,127.0322411467,37.5855767117
100100006,105000089,127.0347492384,37.5881642203
100100006,107000065,127.0360523555,37.594378876
100100006,107000063,127.0347212515,37.5985785099
100100006,107000061,127.0336568141,37.6010102266
100100006,107000059,127.0315281834,37.6057333356
100100006,108000012,127.0302404179,37.6128969541
100100006,108000010,127.0292315431,37.6188328131
100100006,108000008,127.027152197,37.6241142029
100100006,108000006,127.0246946995,37.6305635225
100100006,108000004,127.0251835464,37.6375218186
100100006,108000002,127.0286313964,37.6406966703
100100006,109000042,127.0320767053,37.6440337616
100100006,109000041,127.034091159,37.647404695
100100006,109000036,127.0372495059,37.6526815052
100100006,109000038,127.0381086092,37.6541465234
100100006,109000132,127.037544313,37.6573618085
100100006,109000130,127.0346213656,37.6581208989
100100006,109000128,127.0313287624,37.6579107827
100100006,109000126,127.0285500735,37.6577240151
100100006,109900076,127.0265530593,37.6576053659
100100006,109000122,127.024867,37.657521
100100006,109000120,127.0223232051,37.6574774295
100100006,109000118,127.0189606649,37.6573652278
100100006,109000116,127.0147211748,37.6576824381
100100006,109000236,127.0139573374,37.6589448343
100100006,108000016,127.0134125469,37.6613448748
100100129,107000163,127.005986712,37.620239131
100100129,107000164,127.0061612382,37.6184960283
100100129,107000165,127.0077205654,37.6167024812
100100129,107000167,127.0087738602,37.6161178785
100100129,107000518,127.0080361564,37.6123208475
100100129,107000075,127.0084452113,37.61157851
100100129,107000077,127.009848917,37.6084714968
100100129,107000079,127.0114514047,37.605178794
100100129,107000168,127.0134207969,37.6025035348
100100129,107000170,127.013771643,37.6006378138
100100129,107000172,127.0150321421,37.5968524981
100100129,107000174,127.0162659964,37.593399898
100100129,107000209,127.0165522454,37.5920040857
100100129,107000087,127.0173202731,37.5882905568
100100129,107000089,127.019299,37.585282
100100129,107000091,127.020317,37.583384
100100129,107000093,127.0218797088,37.5804569445
100100129,100000147,127.0229468784,37.5758561421
100100129,100000364,127.017840741,37.5736846482
100100129,100000144,127.0156640117,37.5741819196
100100129,100000143,127.0152404443,37.5787517073
100100129,107000230,127.0193412438,37.5854618495
100100129,107000088,127.0171651481,37.5885549383
100100129,107000210,127.0166446444,37.5919636543
100100129,107000175,127.0163394801,37.5934767913
100100129,107000173,127.0156069873,37.5960344292
100100129,107000171,127.0137902749,37.6005616561
100100129,107000169,127.014767,37.603527
100100129,107000080,127.0115822466,37.6051126706
100100129,107000078,127.0101014877,37.6080195464
100100129,107000076,127.0088194908,37.6110487819
100100129,107000519,127.008269487,37.6120632959
100100129,107000240,127.0088035907,37.6151972302
100100129,107000166,127.0078310325,37.6167520039
100100129,107000508,127.0072962993,37.6173497501
100100129,107000252,127.0062821771,37.6184784591
100100129,107000251,127.006548,37.620132
100100130,110000380,127.0529217351,37.6260697433
100100130,110000230,127.057411011,37.6285147109
100100130,110000231,127.0591244256,37.6281914791
100100130,110000235,127.0601348,37.62299196
100100130,110000234,127.0582047051,37.6198175394
100100130,110000233,127.0566594175,37.6188660738
100100130,110000364,127.0552244089,37.6198525717
100100130,107000522,127.0522655429,37.6188638365
100100130,107000130,127.0513851554,37.6181571288
100100130,107000132,127.0497292935,37.6169933793
100100130,107000197,127.0486325152,37.6160645279
100100130,107000186,127.0488350355,37.6139053753
100100130,107000184,127.0457891407,37.6138602395
100100130,107000182,127.043041325,37.6139058144
100100130,107000180,127.0404890653,37.6144062254
100100130,107000516,127.0389900579,37.6137718421
100100130,107000187,127.0353400807,37.6105762289
100100130,107000189,127.0357150484,37.6094604036
100100130,107000191,127.0366654139,37.6066346712
100100130,107000193,127.0374580008,37.6041484498
100100130,107000039,127.0351662979,37.6028019378
100100130,107000060,127.0331233065,37.6014694388
100100130,107000062,127.0342434232,37.5992522052
100100130,107000064,127.0357831859,37.5948209235
100100130,107000066,127.0349190878,37.5884912484
100100130,107000067,127.0316635859,37.5851062255
100100130,105000093,127.0296584543,37.581625857
100100130,105000095,127.0301724057,37.5789899514
100100130,105000096,127.0304990897,37.5758985009
100100130,105000098,127.0305181715,37.5725957339
100100130,103000009,127.0301650627,37.5681608993
100100130,103000016,127.0300159401,37.5654503432
100100130,103000005,127.0286415903,37.564608607
100100130,103000006,127.0250356573,37.5650994856
100100130,103000007,127.0236773971,37.5663841634
100100130,103000010,127.0243199035,37.5676023346
100100130,103000150,127.0277620046,37.5670168554
100100130,103000008,127.0303482315,37.5687285766
100100130,105000099,127.0306795411,37.5727190835
100100130,105000097,127.0306300088,37.5761884533
100100130,105000094,127.0302819748,37.5791050922
100100130,105000091,127.029909,37.582438
100100130,105000090,127.0322411467,37.5855767117
100100130,105000089,127.0347492384,37.5881642203
100100130,107000065,127.0360523555,37.594378876
100100130,107000063,127.0347212515,37.5985785099
100100130,107000061,127.0336568141,37.6010102266
100100130,107000038,127.0338829904,37.6025152573
100100130,107000040,127.0375096145,37.6020920985
100100130,107000041,127.0392766903,37.6024463392
100100130,107000194,127.0374252672,37.6043853572
100100130,107000192,127.0366285768,37.6069992714
100100130,107000190,127.0359155138,37.6091337935
100100130,107000188,127.0354323322,37.61058121
100100130,107000012,127.0357831591,37.6118940155
100100130,107000179,127.0406473927,37.6142309658
100100130,107000181,127.0427991937,37.6139039553
100100130,107000183,127.0451242034,37.6138199738
100100130,107000185,127.0487450685,37.6135261638
100100130,107000198,127.0484902389,37.6157892822
100100130,107000131,127.0498648825,37.6169941494
100100130,107000129,127.0515164598,37.6180490119
100100130,107000521,127.0525004535,37.6186628652
100100130,110000367,127.0552800989,37.6197239601
100100130,110000232,127.0563325665,37.6189768607
100100130,110000185,127.0586755066,37.6203898477
100100130,110000186,127.0599072807,37.6227187754
100100130,110000245,127.0591690234,37.6282342537
100100130,110000244,127.0571362329,37.6285865302
100100130,110000380,127.0529217351,37.6260697433
100100007,110000093,127.0645403979,37.659283196
100100007,110000108,127.065984242,37.6576584976
100100007,110000110,127.061729,37.655991
100100007,110000144,127.0610811881,37.6521284789
100100007,110000145,127.06181087,37.6496854546
100100007,110000146,127.0629960309,37.647179936
100100007,110000271,127.0627055843,37.6452388209
100100007,110000148,127.059519,37.6452060945
100100007,109000191,127.0539101696,37.6459869217
100100007,109000156,127.0480961155,37.6452486932
100100007,109000159,127.0440758618,37.6441524685
100100007,109000161,127.0408271443,37.6415570823
100100007,109000163,127.0395428755,37.6402538768
100100007,109000242,127.0384233227,37.6390348339
100100007,109000165,127.0370048364,37.6375444005
100100007,108000064,127.0353486674,37.636132361
100100007,108000062,127.0320177032,37.6353629477
100100007,108000060,127.028686093,37.6351504953
100100007,108000179,127.024572031,37.6348849074
100100007,108000005,127.0241827782,37.6312290658
100100007,108000007,127.0266555502,37.6248712648
100100007,108000009,127.0287005024,37.6197095673
100100007,108000011,127.030002312,37.613765142
100100007,107000001,127.028232048,37.6068897684
100100007,107000003,127.0241845482,37.6036093788
100100007,107000005,127.0216800673,37.5988124984
100100007,107000007,127.0180870417,37.5937751071
100100007,107000009,127.0092102337,37.5898834226
100100007,100000005,127.0016943494,37.5862299819
100100007,100000003,126.9982901625,37.5827088189
100100007,100000002,126.9965201597,37.5791788583
100100007,100000122,127.0005178806,37.5759190979
100100007,100000129,127.0032823109,37.5760347544
100100007,100000119,127.006331,37.574106
100100007,100000118,127.0085128985,37.5717853606
100100007,100000109,127.0020279531,37.5728818279
100100007,100000108,127.0021111571,37.5744636711
100100007,100000123,127.0022981851,37.5781239863
100100007,100000124,127.0021325403,37.5811068753
100100007,100000133,127.0015280585,37.5845415827
100100007,107000010,127.0083640454,37.5893269191
100100007,107000008,127.0178186974,37.5933209408
100100007,107000006,127.0217897651,37.5979233522
100100007,107000004,127.0236778462,37.603191078
100100007,107000002,127.0273788206,37.6059970411
100100007,108000012,127.0302404179,37.6128969541
100100007,108000010,127.0292315431,37.6188328131
100100007,108000008,127.027152197,37.6241142029
100100007,108000006,127.0246946995,37.6305635225
100100007,108000178,127.024213889,37.6347711448
100100007,108000061,127.0292867138,37.635134458
100100007,108000063,127.0322651335,37.6353240694
100100007,108000065,127.0353533598,37.6360278786
100100007,109000164,127.0372707785,37.6376740804
100100007,109000241,127.038418708,37.6388808815
100100007,109000162,127.0393592403,37.6398990161
100100007,109000160,127.04099,37.641567
100100007,109000158,127.0441882865,37.6440947414
100100007,109000155,127.0485928,37.6452405833
100100007,109000190,127.0537998033,37.6458852213
100100007,110000147,127.0592326781,37.6451184788
100100007,110000289,127.06377737,37.6460258156
100100007,110000157,127.0627792083,37.6479854228
100100007,110000156,127.0616739717,37.6507581389
100100007,110000155,127.0609800353,37.6531579286
100100007,110000111,127.0634157586,37.6562799577
100100007,110000109,127.0661057815,37.6577101312
100100131,107000070,126.9995249858,37.6176242655
100100131,107000071,127.0028233237,37.6169229225
100100131,107000073,127.0062568296,37.6135270031
100100131,107000226,127.0050979979,37.6103867411
100100131,107000224,127.0042672309,37.6082415226
100100131,107000024,127.0023191943,37.6078266066
100100131,107000022,127.0001124058,37.6085600599
100100131,107000020,126.994719084,37.6106642834
100100131,100000064,126.9764903684,37.6103923328
100100131,100000063,126.972938181,37.6088011743
100100131,100000062,126.9695657901,37.6066085153
100100131,100000061,126.9660715643,37.6052849029
100100131,100000060,126.9635570904,37.6043236614
100100131,100000038,126.9612835938,37.6024879601
100100131,100000189,126.9583524446,37.5997667554
100100131,100000041,126.9618276217,37.5982689981
100100131,100000042,126.9637111581,37.5955802677
100100131,100000043,126.964027,37.592874
100100131,100000011,126.9671282401,37.5921935787
100100131,100000010,126.9725944389,37.5879008533
100100131,100000009,126.9710437135,37.5851124767
100100131,100000007,126.9703409831,37.5833029548
100100131,100000015,126.9711088601,37.5803317347
100100131,100000020,126.9722922115,37.5768887748
100100131,100000022,126.9787204661,37.5756938103
100100131,100000107,126.982783677,37.5746126493
100100131,100000106,126.9828944772,37.5724880557
100100131,100000330,126.9804546746,37.5702649981
100100131,100000023,126.9772022826,37.5724045047
100100131,100000021,126.9721843535,37.5776406417
100100131,100000016,126.971244042,37.5804892941
100100131,100000017,126.9705347538,37.5830818402
100100131,100000014,126.9711479623,37.5850459315
100100131,100000013,126.9724614507,37.5881286565
100100131,100000012,126.9671676756,37.5922574065
100100131,100000044,126.9651309715,37.5927575406
100100131,100000045,126.9638097255,37.5955917876
100100131,100000046,126.9622117002,37.5981436329
100100131,100000047,126.9592185771,37.5995597419
100100131,100000048,126.9588889836,37.6006149939
100100131,100000049,126.961331061,37.6022912367
100100131,100000069,126.9647520438,37.6045928919
100100131,100000068,126.9675554877,37.6058704536
100100131,100000067,126.9700286792,37.6066269493
100100131,100000066,126.9727676987,37.6082771069
100100131,100000065,126.97608754,37.6100941102
100100131,100000355,126.9786582849,37.6111447141
100100131,107000017,126.9941289971,37.6108384929
100100131,107000021,126.9991578864,37.6087638371
100100131,107000225,127.0043706527,37.6082544991
100100131,107000227,127.0051877352,37.6109259068
100100131,107000074,127.0064318855,37.6134618982
100100131,107000072,127.0028532999,37.6170100886
100100131,107000249,126.9997687374,37.6176559093
100100008,110000391,127.0506539883,37.6268866383
100100008,107000095,127.050430234,37.6232517077
100100008,107000097,127.0530250548,37.6197549224
100100008,107000522,127.0522655429,37.6188638365
100100008,107000130,127.0513851554,37.6181571288
