routeid,nodeid,gpslong,gpslati
100100153,109000183,127.0430331311,37.6486058445
100100153,109000159,127.0440758618,37.6441524685
100100153,109000161,127.0408271443,37.6415570823
100100153,109000163,127.0395428755,37.6402538768
100100153,109000242,127.0384233227,37.6390348339
100100153,109000165,127.0370048364,37.6375444005
100100153,109000225,127.0351558615,37.6377169643
100100153,109000166,127.033607,37.64089
100100153,109000223,127.0323983284,37.6423401965
100100153,108000001,127.0290061373,37.6412660271
100100153,108000378,127.0260369276,37.6385200449
100100153,108000003,127.0240533777,37.6367024335
100100153,108000118,127.0248549794,37.6355527723
100100153,108000160,127.0268646245,37.6390706209
100100153,108000159,127.0280938942,37.6401906408
100100153,109000399,127.0317762397,37.6426635765
100100153,109000167,127.0335762546,37.6407893749
100100153,109000226,127.0345285421,37.6386824506
100100153,109000164,127.0372707785,37.6376740804
100100153,109000241,127.038418708,37.6388808815
100100153,109000162,127.0393592403,37.6398990161
100100153,109000160,127.04099,37.641567
100100153,109000181,127.044139736,37.6469421963
100100153,109000182,127.0436227151,37.6483093961
100100153,109000184,127.0416711626,37.6513223493
100100153,109000145,127.0446565809,37.6511772527
100100153,109000149,127.0526109755,37.6526701618
100100153,110000152,127.0573974242,37.6542906069
100100153,110000111,127.0634157586,37.6562799577
100100153,110000699,127.0676415744,37.6575343581
100100153,110000122,127.0707254503,37.6585081118
100100153,110000290,127.074188199,37.6614040754
100100153,110000131,127.0761813151,37.6637457227
100100153,110000129,127.0771622658,37.6650865926
100100153,110000128,127.0785355568,37.666939804
100100153,110000124,127.080883934,37.669786602
100100153,110000132,127.0824108539,37.6708103206
100100154,110000389,127.0823291984,37.6708064019
100100154,110000125,127.0808295823,37.6697762294
100100154,110000126,127.0793464884,37.6680183612
100100154,110000127,127.077855679,37.6661163205
100100154,110000130,127.0765121171,37.6643181564
100100154,110000140,127.0736059218,37.6610649573
100100154,110000120,127.0716817929,37.6575257485
100100154,110000118,127.0715783985,37.653934454
100100154,110000116,127.0693639049,37.6514407904
100100154,110000278,127.0691680892,37.6495448669
100100154,110000276,127.067988,37.647847
100100154,110000274,127.0654180083,37.6460466232
100100154,110000157,127.0627792083,37.6479854228
100100154,110000156,127.0616739717,37.6507581389
100100154,110000155,127.0609800353,37.6531579286
100100154,110000085,127.0598301296,37.6574219222
100100154,110000083,127.0590214864,37.6603508923
100100154,110000080,127.0582738706,37.6629335504
100100154,110000173,127.0573534575,37.6665961001
100100154,110000172,127.0567579428,37.6688597719
100100154,110000099,127.0557333305,37.6729066673
100100154,110000096,127.0553888474,37.6771746492
100100154,110000094,127.0532535125,37.6785996723
100100154,109000074,127.0490485359,37.6795488019
100100154,109000072,127.0470369061,37.68028802
100100154,109000026,127.0447639,37.6770152462
100100154,109000028,127.0442677745,37.6740926107
100100154,109000077,127.0428050248,37.6712424849
100100154,109000079,127.0395822403,37.6708069548
100100154,109000081,127.0367693979,37.6695299081
100100154,109000083,127.0346731838,37.6682256602
100100154,109000400,127.0325992054,37.6667775954
100100154,109900164,127.0277758873,37.6633727093
100100154,109000103,127.0275694633,37.6613774456
100100154,109000124,127.0277095423,37.6598162835
100100154,109000125,127.0289337292,37.657645309
100100154,109000127,127.0317544101,37.6578267456
100100154,109000092,127.0350656888,37.6595712928
100100154,109000090,127.0348420667,37.6618423767
100100154,109000088,127.0350739096,37.6640883582
100100154,109000206,127.036607838,37.6651960461
100100154,109000207,127.0381393473,37.6662273606
100100154,109000208,127.0412550898,37.667188688
100100154,109000029,127.0436617282,37.6692700667
100100154,109000027,127.0444622626,37.6741772696
100100154,109000025,127.0449818109,37.6771997149
100100154,109000071,127.0465436887,37.6803480746
100100154,109000073,127.0490499119,37.6794739501
100100154,110000095,127.0532919596,37.6785045137
100100154,110000097,127.055213999,37.6773540117
100100154,110000098,127.0553974395,37.6735354394
100100154,110000167,127.0567208426,37.668316712
100100154,110000168,127.0575065833,37.6653386925
100100154,110000169,127.0582719444,37.6621522102
100100154,110000084,127.0588384179,37.6603699626
100100154,110000086,127.0596629486,37.6573607663
100100154,110000144,127.0610811881,37.6521284789
100100154,110000145,127.06181087,37.6496854546
100100154,110000146,127.0629960309,37.647179936
100100154,110000275,127.0648650883,37.6457948167
100100154,110000277,127.0679031632,37.6475425263
100100154,110000246,127.0691829174,37.6497473123
100100154,110000117,127.070652,37.652536
100100154,110000119,127.0716964952,37.6539269441
100100154,110000121,127.0717652056,37.65774574
100100154,110000290,127.074188199,37.6614040754
100100154,110000131,127.0761813151,37.6637457227
100100154,110000129,127.0771622658,37.6650865926
100100154,110000128,127.0785355568,37.666939804
100100154,110000124,127.080883934,37.669786602
100100154,110000132,127.0824108539,37.6708103206
100100155,110000380,127.0529217351,37.6260697433
100100155,110000237,127.0574366108,37.6291167449
100100155,110000239,127.0615722158,37.6317010297
100100155,110000352,127.0654499289,37.6341014365
100100155,110000354,127.0668981348,37.6349926667
100100155,110000315,127.0680753352,37.6365340442
100100155,110000273,127.0662849768,37.6405553357
100100155,110000272,127.0651976974,37.6429369554
100100155,110000275,127.0648650883,37.6457948167
100100155,110000277,127.0679031632,37.6475425263
100100155,110000246,127.0691829174,37.6497473123
100100155,110000117,127.070652,37.652536
100100155,110000119,127.0716964952,37.6539269441
100100155,110000121,127.0717652056,37.65774574
100100155,110000291,127.0730637298,37.6592863705
100100155,110000293,127.0772632777,37.6569694888
100100155,110000295,127.078089386,37.6550474958
100100155,110000247,127.0772765823,37.6519679266
100100155,110000298,127.0776352629,37.6506180538
100100155,110000302,127.0809999747,37.6500390228
100100155,110000304,127.0807229784,37.6484856857
100100155,110000310,127.0794417737,37.6481107341
100100155,110000312,127.0774770958,37.6479994579
100100155,110000313,127.0767658385,37.6495078022
100100155,110000297,127.0774248297,37.6519476527
100100155,110000296,127.07823401,37.6537549598
100100155,110000294,127.077945,37.656805
100100155,110000292,127.0730466428,37.6594325767
100100155,110000120,127.0716817929,37.6575257485
100100155,110000118,127.0715783985,37.653934454
100100155,110000116,127.0693639049,37.6514407904
100100155,110000278,127.0691680892,37.6495448669
100100155,110000276,127.067988,37.647847
100100155,110000274,127.0654180083,37.6460466232
100100155,110000265,127.0645691655,37.6438971185
100100155,110000266,127.0666020029,37.6394438999
100100155,110000346,127.0678122976,37.6367081887
100100155,110000353,127.066903007,37.635155239
100100155,110000351,127.0647840048,37.6338384235
100100155,110000238,127.0616454031,37.6319022528
100100155,110000230,127.057411011,37.6285147109
100100155,110000231,127.0591244256,37.6281914791
100100155,110000235,127.0601348,37.62299196
100100155,110000234,127.0582047051,37.6198175394
100100155,110000233,127.0566594175,37.6188660738
100100155,110000364,127.0552244089,37.6198525717
100100155,110000240,127.0523484169,37.6223084374
100100155,110000242,127.0507232661,37.6240753212
100100155,110000236,127.051330169,37.6252566934
100100156,110000308,127.0830813872,37.6446094708
100100156,110000307,127.0818582925,37.6461324841
100100156,110000305,127.0805984688,37.6474829194
100100156,110000303,127.0809595518,37.6492971704
100100156,110000301,127.0801591932,37.6506407063
100100156,110000299,127.0774262384,37.6506925171
100100156,110000248,127.0766050146,37.6488455439
100100156,110000249,127.0765400742,37.6472311455
100100156,110000319,127.0763862301,37.6435415865
100100156,110000321,127.0762615013,37.640833207
100100156,110000333,127.0744265397,37.6383451615
100100156,110000325,127.0695594596,37.6367787075
100100156,110000689,127.0663973137,37.6339613852
100100156,110000349,127.0682038825,37.6317976325
100100156,110000589,127.0704305578,37.6316840193
100100156,110000587,127.0722710016,37.6316781808
100100156,110000345,127.0735115633,37.6310403867
100100156,110000021,127.0763799377,37.6302276123
100100156,110000683,127.077747623,37.62806084
100100156,110000028,127.0791881134,37.6265783573
100100156,110000032,127.0794594493,37.6236930744
100100156,110000030,127.0789297074,37.6213648246
100100156,110000015,127.0782949212,37.6190363306
100100156,110000016,127.0776753015,37.6184463828
100100156,110000005,127.0745846506,37.617342438
100100156,110000212,127.0692573157,37.6157410761
100100156,110000184,127.0670040201,37.6151943546
100100156,110000183,127.0650456799,37.6148135182
100100156,107000056,127.065762708,37.6144115404
100100156,107000057,127.067230707,37.6150652627
100100156,110000006,127.0744608155,37.6171436785
100100156,110000017,127.0764682736,37.6178561891
100100156,110000012,127.0781709162,37.6194518846
100100156,110000031,127.0789848283,37.621373072
100100156,110000029,127.0794910377,37.6236992694
100100156,110000057,127.0796747555,37.6260043673
100100156,110000024,127.0783291088,37.6274368787
100100156,110000317,127.0761420011,37.6306637438
100100156,110000344,127.074071493,37.6310001458
100100156,110000653,127.0705648071,37.6317258311
100100156,110000348,127.0687884865,37.6319120798
100100156,110000354,127.0668981348,37.6349926667
100100156,110000324,127.0694564001,37.6365602067
100100156,110000328,127.0707323267,37.6373499931
100100156,110000695,127.0733137574,37.6379659285
100100156,110000320,127.0764157188,37.6407475502
100100156,110000318,127.0765470741,37.6435515589
100100156,110000314,127.0766788693,37.6473032334
100100156,110000313,127.0767658385,37.6495078022
100100156,110000298,127.0776352629,37.6506180538
100100156,110000302,127.0809999747,37.6500390228
100100156,110000304,127.0807229784,37.6484856857
100100156,110000306,127.0818380712,37.6460896558
100100156,110000385,127.0835379725,37.6440824655
100100157,110000308,127.0830813872,37.6446094708
100100157,110000307,127.0818582925,37.6461324841
100100157,110000305,127.0805984688,37.6474829194
100100157,110000310,127.0794417737,37.6481107341
100100157,110000312,127.0774770958,37.6479994579
100100157,110000313,127.0767658385,37.6495078022
100100157,110000297,127.0774248297,37.6519476527
100100157,110000296,127.07823401,37.6537549598
100100157,110000294,127.077945,37.656805
100100157,110000292,127.0730466428,37.6594325767
100100157,110000123,127.07080946,37.658626701
100100157,110000698,127.0673615918,37.6575077496
100100157,110000110,127.061729,37.655991
100100157,110000151,127.0572813989,37.6542844304
100100157,109000059,127.0512834419,37.6541143517
100100157,109000180,127.0503825592,37.6536958082
100100157,109000060,127.0508582954,37.6538684346
100100157,110000152,127.0573974242,37.6542906069
100100157,110000111,127.0634157586,37.6562799577
100100157,110000699,127.0676415744,37.6575343581
100100157,110000122,127.0707254503,37.6585081118
100100157,110000291,127.0730637298,37.6592863705
100100157,110000293,127.0772632777,37.6569694888
100100157,110000295,127.078089386,37.6550474958
100100157,110000247,127.0772765823,37.6519679266
100100157,110000248,127.0766050146,37.6488455439
100100157,110000311,127.0774634357,37.6479199839
100100157,110000309,127.0797555922,37.6480296317
100100157,110000306,127.0818380712,37.6460896558
100100157,110000385,127.0835379725,37.6440824655
100100158,110000308,127.0830813872,37.6446094708
100100158,110000307,127.0818582925,37.6461324841
100100158,110000305,127.0805984688,37.6474829194
100100158,110000303,127.0809595518,37.6492971704
100100158,110000301,127.0801591932,37.6506407063
100100158,110000299,127.0774262384,37.6506925171
100100158,110000248,127.0766050146,37.6488455439
100100158,110000253,127.0739639586,37.647644168
100100158,110000256,127.0712771648,37.6477236706
100100158,110000246,127.0691829174,37.6497473123
100100158,110000117,127.070652,37.652536
100100158,110000119,127.0716964952,37.6539269441
100100158,110000121,127.0717652056,37.65774574
100100158,110000143,127.0717364626,37.6606460653
100100158,110000135,127.0708418293,37.6614067063
100100158,110000137,127.0691349408,37.6628234664
100100158,110000139,127.0666193559,37.6643642985
100100158,110000175,127.0646093764,37.6646381498
100100158,110000176,127.0616314272,37.6651531043
100100158,110000177,127.0598056124,37.6648622202
100100158,110000173,127.0573534575,37.6665961001
100100158,110000172,127.0567579428,37.6688597719
100100158,110000099,127.0557333305,37.6729066673
100100158,110000096,127.0553888474,37.6771746492
100100158,110000107,127.0554609986,37.6798317125
100100158,110000105,127.0553623957,37.6829117775
100100158,207000476,127.0511515501,37.6891133837
100100158,207000477,127.0532121543,37.690274173
100100158,110000640,127.0526172867,37.6871678587
100100158,110000104,127.0552657348,37.6828390426
100100158,110000106,127.0552854311,37.6802092788
100100158,110000097,127.055213999,37.6773540117
100100158,110000098,127.0553974395,37.6735354394
100100158,110000167,127.0567208426,37.668316712
100100158,110000091,127.058779445,37.664638916
100100158,110000090,127.0617073921,37.6651089346
100100158,110000174,127.0654649652,37.664479841
100100158,110000138,127.0666645197,37.6642941994
100100158,110000136,127.069143198,37.6627402753
100100158,110000134,127.0706907011,37.6614638102
100100158,110000133,127.0720789547,37.6602670276
100100158,110000120,127.0716817929,37.6575257485
100100158,110000118,127.0715783985,37.653934454
100100158,110000116,127.0693639049,37.6514407904
100100158,110000278,127.0691680892,37.6495448669
100100158,110000255,127.0709657503,37.6476436165
100100158,110000254,127.0740001424,37.6475562368
100100158,110000313,127.0767658385,37.6495078022
100100158,110000298,127.0776352629,37.6506180538
100100158,110000302,127.0809999747,37.6500390228
100100158,110000304,127.0807229784,37.6484856857
100100158,110000306,127.0818380712,37.6460896558
100100158,110000674,127.083169,37.644166
100100158,110000675,127.0826051394,37.638903331
100100158,110000693,127.0832343561,37.631116545
100100158,110000034,127.0851184885,37.6274598186
100100158,110000036,127.08599815,37.6251727899
100100158,110000038,127.0865964418,37.6231558397
100100158,106000199,127.085976715,37.6197326229
100100158,106000194,127.0896596302,37.6164141856
100100158,106000196,127.0875716378,37.6155044294
100100158,106000198,127.0862539606,37.6165718511
100100158,106000330,127.0871359054,37.617901001
100100158,106000200,127.0863650034,37.6196546814
100100158,110000058,127.0870092063,37.6222745056
100100158,110000037,127.0865569082,37.6237909963
100100158,110000035,127.0859090869,37.6260382074
100100158,110000033,127.0850075249,37.62825619
100100158,110000692,127.0832846575,37.6322456977
100100158,110000676,127.0826996747,37.6388534104
100100159,110000327,127.0700074499,37.6381165585
100100159,110000325,127.0695594596,37.6367787075
100100159,110000353,127.066903007,37.635155239
100100159,110000350,127.065504919,37.6362917184
100100159,110000268,127.0642000707,37.6391751636
100100159,110000270,127.0630756814,37.6416902146
100100159,110000687,127.0623795202,37.6432654229
100100159,110000685,127.0619284736,37.6443082474
100100159,110000148,127.059519,37.6452060945
100100159,109000191,127.0539101696,37.6459869217
100100159,109000066,127.053040099,37.647062264
100100159,109000064,127.0523639376,37.6490347551
100100159,109000062,127.05152026,37.6517607648
100100159,109000060,127.0508582954,37.6538684346
100100159,110900128,127.0588315522,37.6538101151
100100159,110000085,127.0598301296,37.6574219222
100100159,110000171,127.0574348413,37.6613362955
100100159,110000170,127.054559286,37.6615448907
100100159,109000114,127.0481550364,37.6624534833
100100159,109000111,127.0405782359,37.6628556151
100100159,109000109,127.0370122863,37.6628212482
100100159,109000107,127.0343500186,37.66251035
100100159,109000105,127.0320972361,37.6622433613
100100159,109000102,127.0287003854,37.6618970843
100100159,109000100,127.0237625884,37.6615677283
100100159,108000014,127.0128765987,37.6625634716
100100159,108000015,127.0134646945,37.6607847495
100100159,108000017,127.0138513885,37.6590307379
100100159,109000115,127.0150272235,37.6575139692
100100159,109000117,127.018941983,37.6572758816
100100159,109000119,127.0231369153,37.6573563797
100100159,109000121,127.0242708967,37.657400826
100100159,109900046,127.02641349,37.657506626
100100159,109000214,127.0278151482,37.6591649432
100100159,109000123,127.0277032833,37.6608322409
100100159,109000101,127.0281056464,37.6617218631
100100159,109000104,127.0313754716,37.6620339712
100100159,109000106,127.0343256171,37.6623771141
100100159,109000108,127.0369959945,37.6626891297
100100159,109000110,127.0404982794,37.6627131339
100100159,109000113,127.0478429152,37.6623977714
100100159,110000081,127.0545442655,37.6614259372
100100159,110000082,127.0576276742,37.6611963727
100100159,110000084,127.0588384179,37.6603699626
100100159,110000086,127.0596629486,37.6573607663
100100159,110900079,127.0584713692,37.6538732074
100100159,109000059,127.0512834419,37.6541143517
100100159,109000061,127.0507211742,37.6532603021
100100159,109000063,127.0514919154,37.6515035276
100100159,109000065,127.0521498757,37.6492607574
100100159,109000067,127.0528829664,37.6472820487
100100159,109000190,127.0537998033,37.6458852213
100100159,110000147,127.0592326781,37.6451184788
100100159,110000686,127.0617785018,37.6443811562
100100159,110000684,127.0622892967,37.6432064754
100100159,110000269,127.0626377588,37.6424061157
100100159,110000267,127.0641218694,37.6390462723
100100159,110000355,127.064586,37.638
100100159,110000354,127.0668981348,37.6349926667
100100159,110000324,127.0694564001,37.6365602067
100100164,110000327,127.0700074499,37.6381165585
100100164,110000342,127.0690542068,37.6402487315
100100164,110000282,127.0689908342,37.6419186847
100100164,110000341,127.0710261009,37.6449220911
100100164,110000257,127.0701324491,37.6473672698
100100164,110000246,127.0691829174,37.6497473123
100100164,110000115,127.068029381,37.6524221121
100100164,110000682,127.0672507862,37.6549643513
100100164,110000110,127.061729,37.655991
100100164,110000085,127.0598301296,37.6574219222
100100164,110000083,127.0590214864,37.6603508923
100100164,110000080,127.0582738706,37.6629335504
100100164,110000173,127.0573534575,37.6665961001
100100164,110000172,127.0567579428,37.6688597719
100100164,110000099,127.0557333305,37.6729066673
100100164,110000096,127.0553888474,37.6771746492
100100164,110000107,127.0554609986,37.6798317125
100100164,110000105,127.0553623957,37.6829117775
100100164,110000052,127.0555092617,37.6890060442
100100164,207000285,127.054903071,37.7002221135
100100164,207000283,127.0573906089,37.7055372398
100100164,207000281,127.0606681261,37.7242418781
100100164,207000015,127.0600256428,37.7274015769
100100164,207000010,127.0593752358,37.7303293146
100100164,207000083,127.0588492285,37.7328562374
100100164,207000082,127.0573258544,37.7399833759
100100164,207000135,127.0575738354,37.7428658958
100100164,207000134,127.0598029317,37.7446871582
100100164,207000416,127.0616334,37.7441727343
100100164,207000086,127.0583453015,37.7411680359
100100164,207000085,127.0568779307,37.740013028
100100164,207000084,127.0586077498,37.732120103
100100164,207000009,127.0573192026,37.7313076379
100100164,207000008,127.0564662132,37.7297419332
100100164,207000460,127.0577041675,37.728764481
100100164,207000007,127.05949603,37.7279027337
100100164,207000280,127.0602406568,37.7242238858
100100164,207000282,127.0575388451,37.7066004242
100100164,207000284,127.0533573015,37.7000155332
100100164,110000102,127.055367,37.689128
100100164,110000104,127.0552657348,37.6828390426
100100164,110000106,127.0552854311,37.6802092788
100100164,110000097,127.055213999,37.6773540117
100100164,110000098,127.0553974395,37.6735354394
100100164,110000167,127.0567208426,37.668316712
100100164,110000168,127.0575065833,37.6653386925
100100164,110000169,127.0582719444,37.6621522102
100100164,110000084,127.0588384179,37.6603699626
100100164,110000086,127.0596629486,37.6573607663
100100164,110000111,127.0634157586,37.6562799577
100100164,110000160,127.06725044,37.6544281707
100100164,110000161,127.067904925,37.6523728764
100100164,110000278,127.0691680892,37.6495448669
100100164,110000279,127.0700462203,37.6468902229
100100164,110000280,127.0715162754,37.643566149
100100164,110000281,127.0691557161,37.6420614256
100100164,110000285,127.068715338,37.640747395
100100165,222000625,127.1125963189,37.7079982588
100100165,222000624,127.1163939223,37.7079793378
100100165,222000623,127.119057442,37.7072347776
100100165,222001313,127.1223531589,37.7030075803
100100165,222000621,127.123797129,37.6994414238
100100165,222000620,127.1283938155,37.6950172992
100100165,222000686,127.1330909183,37.6878252347
100100165,222000618,127.1350668777,37.6816973586
100100165,222000617,127.1342542319,37.6766159981
100100165,222000687,127.1339721011,37.6749359974
100100165,222001484,127.1338570194,37.6727645252
100100165,222000616,127.1341365416,37.6697343255
100100165,222001584,127.1335867169,37.6674477619
100100165,222000212,127.1327935994,37.6655953852
100100165,222001464,127.1324899622,37.6649694674
100100165,222001494,127.1265568387,37.6635235667
100100165,222001496,127.119175648,37.6610564439
100100165,222001535,127.1148613406,37.6552571285
100100165,222001968,127.1118828502,37.6509071104
100100165,222001568,127.1071858631,37.6496560444
100100165,222001650,127.1089343077,37.6465243796
100100165,222001597,127.111767651,37.6446233863
100100165,110000056,127.1113111311,37.640813034
100100165,110000055,127.1083831551,37.638693457
100100165,110000053,127.1055487602,37.6352428189
100100165,110000051,127.1036060757,37.633891055
100100165,110000049,127.0983472476,37.6305276909
100100165,110000047,127.0961715579,37.6282014213
100100165,110000045,127.0945578275,37.6261622278
100100165,110000043,127.0902982193,37.6235152922
100100165,110000041,127.0880501274,37.6220221542
100100165,110000039,127.0835905425,37.6202215938
100100165,110000013,127.0798328643,37.6192040755
100100165,110000016,127.0776753015,37.6184463828
100100165,110000005,127.0745846506,37.617342438
100100165,110000212,127.0692573157,37.6157410761
100100165,110000184,127.0670040201,37.6151943546
100100165,110000183,127.0650456799,37.6148135182
100100165,107000056,127.065762708,37.6144115404
100100165,107000057,127.067230707,37.6150652627
100100165,110000006,127.0744608155,37.6171436785
100100165,110000017,127.0764682736,37.6178561891
100100165,110000014,127.0796042523,37.618960418
100100165,110000018,127.0832120292,37.6198982287
100100165,110000040,127.088299228,37.6219583197
100100165,110000042,127.0911972302,37.6240365533
100100165,110000044,127.094796,37.626145
100100165,110000046,127.0960476118,37.6277276978
100100165,110000048,127.0984082256,37.630383648
100100165,110000050,127.1031471187,37.6334476096
100100165,110000652,127.1061830438,37.6356456782
100100165,110000054,127.1082920736,37.6384036396
100100165,221000267,127.112531472,37.6420850883
100100165,222001596,127.1121774578,37.6445583323
100100165,222001651,127.1089104127,37.6466604386
100100165,222001970,127.1071511034,37.6491419606
100100165,222001969,127.1122960533,37.6507934738
100100165,222001536,127.1152317602,37.655165242
100100165,222001497,127.1195606734,37.6608976341
100100165,222001495,127.1265771952,37.6632259443
100100165,222001465,127.1325402816,37.6643150948
100100165,222001583,127.1340603054,37.6677365035
100100165,222000609,127.134464225,37.6697193956
100100165,222001485,127.1341708692,37.6729128498
100100165,222000608,127.1343407218,37.6752489108
100100165,222000607,127.1346699784,37.6770831487
100100165,222000606,127.1355111038,37.6819231295
100100165,222000605,127.1321538514,37.6899252917
100100165,222000604,127.1280532401,37.6957260547
100100165,222000603,127.1240151265,37.6997098168
100100165,222001314,127.1225217449,37.7025383319
100100165,222000601,127.1191293027,37.7074548014
100100165,222000600,127.1165193914,37.7081542918
100100165,222000599,127.1126743201,37.7081862277
100100165,222001626,127.1104827482,37.7091808054
100100166,222001066,127.1450216391,37.649419101
100100166,222001067,127.1449822765,37.6518479221
100100166,222001971,127.1452825137,37.6530712112
100100166,222001068,127.1455477651,37.6548651882
100100166,222001069,127.1455829163,37.6564063256
100100166,222001112,127.145659914,37.6579687853
100100166,222000571,127.1443616182,37.6559810893
100100166,222000570,127.143096802,37.6532701412
100100166,222000569,127.1413767802,37.6502300963
100100166,222000568,127.1406491574,37.6488645263
100100166,222000636,127.1393478206,37.6466865045
100100166,222000282,127.1353576799,37.6446576813
100100166,222001576,127.1318395413,37.6431781782
100100166,221000175,127.1280894228,37.641675645
100100166,221000156,127.1251756277,37.6405654928
100100166,221000378,127.1215893708,37.6392513854
100100166,221000155,127.1187762904,37.6381887784
100100166,221000338,127.1169702225,37.6387551677
100100166,221000122,127.1152892908,37.6408965865
100100166,221000121,127.1134688079,37.6413110616
100100166,110000056,127.1113111311,37.640813034
100100166,110000055,127.1083831551,37.638693457
100100166,110000053,127.1055487602,37.6352428189
100100166,110000051,127.1036060757,37.633891055
100100166,110000049,127.0983472476,37.6305276909
100100166,110000047,127.0961715579,37.6282014213
100100166,110000045,127.0945578275,37.6261622278
100100166,110000043,127.0902982193,37.6235152922
100100166,110000041,127.0880501274,37.6220221542
100100166,110000039,127.0835905425,37.6202215938
100100166,110000013,127.0798328643,37.6192040755
100100166,110000016,127.0776753015,37.6184463828
100100166,110000005,127.0745846506,37.617342438
100100166,110000212,127.0692573157,37.6157410761
100100166,110000184,127.0670040201,37.6151943546
100100166,110000183,127.0650456799,37.6148135182
100100166,107000056,127.065762708,37.6144115404
100100166,107000057,127.067230707,37.6150652627
100100166,110000006,127.0744608155,37.6171436785
100100166,110000017,127.0764682736,37.6178561891
100100166,110000014,127.0796042523,37.618960418
100100166,110000018,127.0832120292,37.6198982287
100100166,110000040,127.088299228,37.6219583197
100100166,110000042,127.0911972302,37.6240365533
100100166,110000044,127.094796,37.626145
100100166,110000046,127.0960476118,37.6277276978
100100166,110000048,127.0984082256,37.630383648
100100166,110000050,127.1031471187,37.6334476096
100100166,110000652,127.1061830438,37.6356456782
100100166,110000054,127.1082920736,37.6384036396
100100166,221000325,127.1124491295,37.6411394565
100100166,221000120,127.1150757983,37.640949691
100100166,221000331,127.1170171509,37.6385539152
100100166,221000124,127.1188748503,37.6379548648
100100166,221000381,127.1217143281,37.6389853674
100100166,221000123,127.1252379473,37.6404036097
100100166,221000176,127.1279034648,37.6413717517
100100166,222001579,127.1309481201,37.642539376
100100166,222000296,127.1347608684,37.6443462043
100100166,222000580,127.1408344466,37.648403579
100100166,222000579,127.1412991385,37.6498364421
100100166,222000578,127.1426588674,37.6522491737
100100166,222000577,127.1445877879,37.6554995294
100100166,222001111,127.1454272292,37.6579629702
100100166,222001082,127.1454131942,37.6566926344
100100166,222001083,127.1453784266,37.6550500352
100100166,222001972,127.1451625567,37.6532653115
100100166,222001084,127.1448039698,37.6518337851
100100166,222001085,127.1448522637,37.6493978219
100100170,107000269,127.0062853399,37.5965909892
100100170,107000257,127.005535948,37.599333059
100100170,107000271,127.0039491872,37.5989852126
100100170,107000272,127.0055601965,37.599237181
100100170,107000270,127.0064220028,37.599207759
100100170,107000260,127.0074274642,37.5988103839
100100170,107000263,127.0094061718,37.6002355214
100100170,107000266,127.012160669,37.6014855453
100100170,107000234,127.0137069684,37.6012699861
100100170,107000170,127.013771643,37.6006378138
100100170,107000520,127.0143227335,37.5984416956
100100170,107000172,127.0150321421,37.5968524981
100100170,107000174,127.0162659964,37.593399898
100100170,107000209,127.0165522454,37.5920040857
100100170,107000211,127.0175791547,37.5898198233
100100170,107000213,127.019483297,37.5892166624
100100170,107000215,127.0222386712,37.5890185186
100100170,107000510,127.0231895439,37.5873688272
100100170,107000202,127.0223717498,37.5862576795
100100170,107000200,127.0201055778,37.585606548
100100170,107000088,127.0171651481,37.5885549383
100100170,107000086,127.0146210138,37.5906188635
100100170,107000175,127.0163394801,37.5934767913
100100170,107000173,127.0156069873,37.5960344292
100100170,107000267,127.0141892851,37.5989988011
100100170,107000268,127.0137518341,37.6013013405
100100170,107000515,127.0121220534,37.6014843736
100100170,107000262,127.0092797165,37.5994696594
100100170,107000259,127.0074714654,37.5988197205
100100170,107000258,127.006466845,37.5992217481
100100170,107000257,127.005535948,37.599333059
100100170,107000271,127.0039491872,37.5989852126
100100170,107000272,127.0055601965,37.599237181
100100170,107000270,127.0064220028,37.599207759
100100170,107000506,127.0057105198,37.5976105179
100100171,107000274,127.0120109216,37.6150582718
100100171,107000444,127.0130490024,37.6129626731
100100171,107000155,127.0134058924,37.6115257954
100100171,107000156,127.0144264523,37.6104681845
100100171,107000158,127.015362122,37.609173487
100100171,107000280,127.0157027559,37.6074073686
100100171,107000160,127.0149146547,37.6062995297
100100171,107000162,127.0146457789,37.6041363454
100100171,107000029,127.0147214546,37.6035333244
100100171,107000031,127.019175285,37.602358249
100100171,107000150,127.0235057881,37.6030985781
100100171,107000152,127.0261283786,37.604917868
100100171,107000231,127.0293074582,37.607859421
100100171,107000011,127.0321966828,37.6099865112
100100171,107000501,127.0328803629,37.6092867313
100100171,107000502,127.0345078006,37.6064757542
100100171,107000500,127.0360628034,37.6045535336
100100171,107000039,127.0351662979,37.6028019378
100100171,107000036,127.0268167533,37.6044562505
100100171,107000239,127.0240027352,37.6019909748
100100171,107000497,127.0180402287,37.602794832
100100171,107000030,127.0150987676,37.6035601318
100100171,107000161,127.0151429326,37.6064926321
100100171,107000281,127.0158538085,37.6075199536
100100171,107000159,127.015531709,37.6091774039
100100171,107000157,127.0146967538,37.6103325568
100100171,107000282,127.0134153226,37.6116583519
100100171,107000273,127.0131908925,37.6129217648
100100171,107000275,127.0115545696,37.6155580073
100100172,108000196,127.0136198756,37.6329076239
100100172,108000045,127.0130622916,37.6365172959
100100172,108000043,127.0138031267,37.6384270629
100100172,108000031,127.0121330807,37.6400527956
100100172,108000029,127.0110129482,37.6423140465
100100172,108000027,127.0108934069,37.6443050589
100100172,108000025,127.0106497706,37.6463196242
100100172,108000023,127.0136377324,37.6480728624
