시도,시군구,년도,행정구역코드,사회적_불평등_지수,법정구역코드,학사_비율,소득액,EQ5D,인구수,0-4세_전체인구,5-9세_전체인구,10-14세_전체인구,15-19세_전체인구,20-24세_전체인구,25-29세_전체인구,30-34세_전체인구,35-39세_전체인구,40-44세_전체인구,45-49세_전체인구,50-54세_전체인구,55-59세_전체인구,60-64세_전체인구,65-69세_전체인구,70-74세_전체인구,75-79세_전체인구,80-84세_전체인구,85-89세_전체인구,90-94세_전체인구,95-99세_전체인구,100세이상_전체인구,계_여성인구,0-4세_여성인구,5-9세_여성인구,10-14세_여성인구,15-19세_여성인구,20-24세_여성인구,25-29세_여성인구,30-34세_여성인구,35-39세_여성인구,40-44세_여성인구,45-49세_여성인구,50-54세_여성인구,55-59세_여성인구,60-64세_여성인구,65-69세_여성인구,70-74세_여성인구,75-79세_여성인구,80-84세_여성인구,85-89세_여성인구,90-94세_여성인구,95-99세_여성인구,100세이상_여성인구,면적,대중교통_노선_개수,대중교통_정류장_역_개수,대중교통_노선_면적,대중교통_역_노선_면적,도로_노드_면적,도로_링크_면적,도서관 수,시설_연면적,개관일수,AGE,도서_국내_총류,도서_국내_철학,도서_국내_종교,도서_국내_사회과학,도서_국내_순수과학,도서_국내_기술과학,도서_국내_예술,도서_국내_언어,도서_국내_문학,도서_국내_역사,대출권수_어린이_총류,대출권수_어린이_철학,대출권수_어린이_종교,대출권수_어린이_사회과학,대출권수_어린이_순수과학,대출권수_어린이_기술과학,대출권수_어린이_예술,대출권수_어린이_언어,대출권수_어린이_문학,대출권수_어린이_역사,대출권수_청소년_총류,대출권수_청소년_철학,대출권수_청소년_종교,대출권수_청소년_사회과학,대출권수_청소년_순수과학,대출권수_청소년_기술과학,대출권수_청소년_예술,대출권수_청소년_언어,대출권수_청소년_문학,대출권수_청소년_역사,대출권수_성인_총류,대출권수_성인_철학,대출권수_성인_종교,대출권수_성인_사회과학,대출권수_성인_순수과학,대출권수_성인_기술과학,대출권수_성인_예술,대출권수_성인_언어,대출권수_성인_문학,대출권수_성인_역사,총_국내도서권수,총_대출권수
서울특별시,종로구,2015,11010,1.60285201206713,11110,0.3883127780504409,2755607,0.95,161521,4397.5,4881.5,6233.5,8752.5,11339.5,11769.0,11418.5,10250.0,12850.5,12943.0,12830.5,11713.5,8565.0,7174.5,6511.5,4647.0,2593.5,1264.5,481.5,115.0,18.5,76326.0,2143.5,2328.0,2968.0,4225.5,5648.5,5715.5,5641.5,5207.5,6559.0,6579.0,6337.0,5802.5,4339.0,3809.5,3540.0,2599.0,1599.5,845.0,339.0,85.0,14.5,23912894,149.0,410.0,6.230948039998839e-06,1.7145561720802176e-05,1.4469181354628177e-05,4.094025591381788e-05,4,4507.1925,310.75,34.75,40096,40562,25786,158650,33649,99136,44337,29782,201815,67127,2921,2231,1061,9013,12721,2864,2558,2741,42467,12702,2854.0,3343.0,1716.0,5961.0,2230.0,3607.0,3321.0,1679.0,11264.0,3674.0,32012.0,45109.0,17391.0,94729.0,20318.0,54756.0,45118.0,23072.0,203578.0,50629,740940,717640.0
서울특별시,종로구,2016,11010,1.630459712728333,11110,0.3883127780504409,2737610,0.968,154398,4302.0,4830.0,5650.0,8293.5,11315.0,11742.0,10843.5,10128.5,11790.5,13128.0,12309.5,11863.5,9188.5,7027.5,6336.5,4833.5,2809.5,1309.5,482.5,127.5,20.5,75242.5,2093.0,2342.5,2710.0,4023.5,5668.0,5664.0,5376.5,5200.5,6016.0,6681.5,6026.0,5905.0,4611.0,3738.5,3460.0,2716.0,1681.0,879.5,340.5,93.5,16.0,23912883,149.0,410.0,6.230950906254172e-06,1.7145569607813495e-05,1.4469188010496269e-05,4.094027474646198e-05,4,4507.1925,311.0,35.75,41493,40370,25779,162515,34861,101370,46104,28375,198909,68547,893,1056,412,3041,2779,1438,2222,976,11573,2742,1587.0,2334.0,809.0,6191.0,2603.0,3220.0,3519.0,1093.0,12845.0,3418.0,20400.0,32838.0,13398.0,79143.0,25622.0,40677.0,50327.0,18838.0,203339.0,46400,748323,595733.0
서울특별시,종로구,2017,11010,1.706962566658316,11110,0.3883127780504409,2870292,0.957,157277,4181.0,4824.0,5400.5,7764.0,11336.0,12021.5,10491.5,10292.0,10967.5,13360.5,12120.0,12184.0,9652.0,6979.0,6187.5,5251.5,3027.0,1401.0,501.5,132.0,24.5,75293.0,2043.5,2367.0,2617.5,3821.0,5737.0,5747.5,5197.0,5285.5,5671.5,6755.0,5984.5,6012.0,4826.0,3696.0,3400.0,2938.5,1797.0,927.0,351.0,98.0,20.5,23912788,149.0,410.0,6.2309756603872376e-06,1.7145637723213202e-05,1.4469245493248215e-05,4.094043739274567e-05,4,4507.9425,309.25,36.75,40902,43168,26823,166207,35862,86546,46176,30431,201313,70397,875,865,501,2778,2401,1292,970,985,9865,2434,1610.0,2107.0,805.0,5460.0,1612.0,2631.0,2334.0,1352.0,12880.0,2947.0,21554.0,27998.0,10790.0,73312.0,23516.0,35504.0,30129.0,18736.0,180930.0,41023,747825,520196.0
서울특별시,종로구,2018,11010,1.322523391607113,11110,0.3883127780504409,3007628,0.952,157967,3989.0,4792.5,5334.5,7259.5,11233.0,12375.0,10345.5,10546.0,10335.5,13241.5,12230.5,12330.0,10047.0,7102.0,6152.0,5571.5,3234.0,1493.5,546.5,142.0,24.5,75613.0,1966.0,2347.0,2608.0,3607.5,5735.5,5929.5,5137.5,5378.5,5399.0,6704.5,6136.5,6071.0,4994.5,3703.0,3401.5,3088.5,1924.0,972.5,383.5,104.0,21.0,23913318,149.0,410.0,6.230837560893892e-06,1.7145257717895943e-05,1.4468924805834136e-05,4.093953001419544e-05,5,3706.568,253.6,30.4,35885,43507,25866,160926,31744,88453,46154,27255,212746,71757,753,848,372,2712,2144,1292,833,768,8775,2128,1543.0,2027.0,836.0,5286.0,1471.0,2454.0,2035.0,1280.0,12446.0,2861.0,20818.0,27187.0,11210.0,71374.0,22571.0,33391.0,26430.0,18174.0,176200.0,40029,744293,500248.0
서울특별시,중구,2015,11020,-0.1620583907449419,11140,0.3273868324713812,2922120,0.952,128478,4437.5,3867.5,3860.0,5554.5,8349.5,9316.5,10845.0,9669.5,10174.5,9839.5,10342.5,10435.0,7527.5,6124.0,5269.0,3661.0,2056.0,1019.5,364.5,78.5,8.0,61636.0,2159.5,1938.0,1890.5,2704.5,4129.5,4567.0,5333.5,4713.5,4832.0,4699.5,5071.5,5180.0,3779.5,3205.5,2890.5,2130.5,1371.5,725.0,256.0,52.0,6.5,9960549,176.0,264.0,1.7669708768060877e-05,2.6504563152091317e-05,2.730773173245772e-05,7.338952903098011e-05,3,4014.116666666667,318.3333333333333,5.666666666666667,14982,17099,8158,123392,13976,52868,19570,10131,80352,27078,1999,2914,1181,9015,4875,4370,3784,5804,37865,6190,913.0,1503.0,479.0,3911.0,1813.0,1905.0,2468.0,2257.0,15848.0,2437.0,16648.0,23128.0,8382.0,57919.0,12051.0,28969.0,45438.0,17865.0,141274.0,36818,367606,500023.0
서울특별시,중구,2016,11020,0.08271963713444669,11140,0.3273868324713812,3001390,0.948,128160,4266.5,3867.0,3491.0,5240.0,8202.0,9326.5,10388.5,9770.0,9542.0,9950.0,9781.0,10504.0,8020.5,6106.0,5123.5,3791.5,2227.0,1087.5,379.0,78.5,9.5,61005.0,2089.0,1938.0,1740.0,2580.5,4064.0,4588.0,5147.0,4754.0,4587.5,4772.0,4814.0,5185.5,4022.5,3158.0,2817.5,2204.5,1450.0,757.5,273.5,53.0,9.0,9960930,176.0,264.0,1.7669032911585566e-05,2.6503549367378347e-05,2.7306687226995877e-05,7.338672192255141e-05,3,4014.116666666667,322.3333333333333,6.666666666666667,18431,20214,9660,139339,16334,59892,29905,11446,94649,31872,948,1008,335,4344,4309,1281,2630,3667,31145,3174,510.0,858.0,93.0,2132.0,1224.0,1112.0,1609.0,469.0,8585.0,1070.0,17073.0,24358.0,8359.0,64553.0,13964.0,32469.0,46137.0,18712.0,159524.0,38259,431742,493911.0
서울특별시,중구,2017,11020,-1.179839514703873,11140,0.3273868324713812,3078491,0.958,127896,4187.0,3819.5,3364.5,4883.0,8027.5,9703.5,10020.0,10026.5,9069.0,10140.0,9530.0,10521.0,8492.5,6132.0,5019.0,4098.5,2366.5,1152.5,408.0,83.5,14.0,61125.0,2061.0,1909.5,1703.5,2379.5,4034.5,4817.5,4993.0,4884.5,4406.0,4897.0,4690.0,5184.5,4224.5,3137.5,2749.5,2379.5,1515.5,791.5,298.0,56.0,12.5,9959791,176.0,264.0,1.767105353917567e-05,2.6506580308763503e-05,2.7309810015089676e-05,7.33951144155535e-05,3,4007.316666666667,342.0,7.666666666666667,19027,21899,10366,146327,17408,64311,24503,12436,103347,33342,569,728,301,3256,3002,1157,1628,1651,19978,2242,498.0,605.0,104.0,1703.0,1353.0,861.0,979.0,435.0,6695.0,931.0,17392.0,23996.0,7366.0,63823.0,11830.0,31305.0,44779.0,15563.0,146734.0,37523,452966,448987.0
서울특별시,중구,2018,11020,-0.5954440410256664,11140,0.3273868324713812,3120706,0.956,129797,4012.0,3732.5,3302.0,4532.0,7855.0,10142.0,9903.5,10333.5,8695.0,9999.5,9592.5,10463.5,8921.0,6220.0,5068.5,4344.0,2498.5,1218.0,440.0,90.0,19.0,61474.5,2004.0,1849.5,1674.5,2185.0,4045.0,5058.5,4954.0,5085.0,4202.5,4870.5,4731.0,5139.0,4419.5,3185.0,2762.0,2486.5,1587.0,838.5,319.5,63.5,14.5,9959837,176.0,264.0,1.7670971924540532e-05,2.65064578868108e-05,2.7309683883380822e-05,7.339477543658596e-05,3,4007.316666666667,342.3333333333333,8.666666666666666,20128,23146,11145,147943,18172,66891,26716,12789,111684,34718,635,709,214,3222,3448,1182,1587,1616,20262,3131,483.0,699.0,101.0,1873.0,1340.0,925.0,1084.0,500.0,6768.0,880.0,19721.0,26256.0,8049.0,72858.0,14479.0,34900.0,43149.0,16808.0,164117.0,40277,473332,491273.0
서울특별시,용산구,2015,11030,-2.209422670773078,11170,0.4252720005717647,2327359,0.958,227282,8876.0,8238.5,8810.5,11359.0,14462.0,16598.5,20514.5,18541.0,20277.5,18733.5,17937.0,16907.0,12202.0,10120.5,8903.5,6695.0,3688.5,1785.5,625.0,132.5,23.5,115743.5,4349.0,4149.5,4292.5,5358.0,7411.5,8425.0,10301.0,9437.5,10058.5,9310.0,9076.0,8665.0,6412.0,5501.5,4936.5,3982.0,2275.5,1253.0,442.0,89.5,18.0,21866635,108.0,361.0,4.939031542804826e-06,1.6509170249560574e-05,1.4039654478158162e-05,3.525919740280112e-05,3,5559.633333333334,305.6666666666667,45.33333333333334,31157,36998,23608,140712,30339,63337,41019,28629,232784,53792,5938,3807,1697,13333,21858,3730,3290,14964,111133,16120,998.0,2749.0,719.0,7129.0,2482.0,1447.0,1660.0,4178.0,19061.0,3061.0,22200.0,35557.0,14125.0,91738.0,15688.0,53608.0,39010.0,29522.0,156433.0,42268,682375,739503.0
서울특별시,용산구,2016,11030,-0.5231021261766213,11170,0.4252720005717647,2369072,0.962,224993,8527.0,8071.0,8191.5,10893.0,14321.5,16574.5,19209.5,18532.0,18978.0,19128.5,17220.0,16991.0,13054.0,10017.0,8591.5,6856.0,3984.5,1902.0,676.0,140.0,24.5,113965.5,4129.5,4034.0,3998.5,5141.5,7368.5,8398.5,9657.0,9410.5,9504.5,9576.0,8646.0,8677.0,6808.5,5407.5,4769.5,4054.5,2474.0,1310.0,487.0,94.5,18.5,21866544,108.0,361.0,4.9390520971215205e-06,1.6509238954267303e-05,1.4039712905706543e-05,3.525934413778419e-05,3,5559.633333333334,308.6666666666667,46.33333333333334,32347,38550,24279,145699,31267,64404,41699,29752,241406,55417,3157,3377,1392,10259,7269,5227,4990,5082,37290,8108,988.0,1382.0,400.0,3655.0,2162.0,1874.0,1776.0,1643.0,11453.0,2424.0,21502.0,28465.0,11288.0,73112.0,26637.0,40552.0,35536.0,23034.0,165350.0,41168,704820,580552.0
서울특별시,용산구,2017,11030,0.6558459666177067,11170,0.4252720005717647,2464669,0.959,223898,7904.5,7860.0,7848.5,10318.0,13943.0,17202.0,18425.5,18759.5,17698.0,19511.5,16679.0,17043.5,13757.0,9877.5,8300.5,7189.0,4300.0,2022.5,717.5,164.5,25.0,112823.0,3805.0,3879.5,3842.5,4917.5,7176.5,8710.0,9238.5,9495.0,8962.5,9794.0,8357.0,8689.5,7106.0,5279.0,4655.0,4186.5,2710.5,1360.0,524.0,116.5,18.0,21866466,108.0,361.0,4.939069715243423e-06,1.6509297844471072e-05,1.403976298684936e-05,3.5259469911598886e-05,4,4445.67,243.25,35.75,35054,41896,25501,153735,32653,66878,43598,31222,257489,58135,3504,3181,1426,10719,7962,5336,2857,5117,39739,8255,808.0,1008.0,311.0,2878.0,2029.0,1474.0,1065.0,962.0,9333.0,2021.0,20536.0,26360.0,10157.0,71666.0,27094.0,37078.0,27451.0,21675.0,177884.0,40644,746161,570530.0
서울특별시,용산구,2018,11030,-0.7181403716387026,11170,0.4252720005717647,2539369,0.969,226938,7341.5,7607.5,7609.5,9738.0,13735.5,18043.5,18177.5,19130.0,16672.5,19459.0,16741.5,17141.0,14317.5,9924.5,8246.0,7407.5,4609.0,2149.0,755.0,198.5,30.0,112679.0,3526.5,3727.0,3739.0,4720.0,7121.5,9155.0,9072.0,9630.0,8481.5,9815.5,8395.0,8746.0,7340.0,5269.0,4626.0,4256.5,2911.0,1422.5,558.5,144.0,22.5,21866257,108.0,361.0,4.9391169233948e-06,1.6509455642088174e-05,1.4039897180390771e-05,3.5259806925346206e-05,4,4445.67,298.75,36.75,35901,42239,25262,155709,33294,66510,41871,30040,263875,59246,3520,3222,1392,10671,9378,4544,3416,3591,42567,8183,851.0,936.0,271.0,2856.0,2082.0,1409.0,1246.0,850.0,10106.0,2094.0,23350.0,29051.0,11187.0,81527.0,35023.0,39824.0,30877.0,22578.0,202811.0,45883,753947,635296.0
서울특별시,성동구,2015,11040,0.1093861437169608,11200,0.3658357470481567,2141397,0.962,295006,12405.0,11029.5,11294.0,15085.0,20727.5,22579.0,26313.5,24647.0,25807.5,23767.5,23985.0,22390.0,15507.5,12444.0,10396.5,7090.0,3703.5,1656.5,597.5,126.0,20.0,146776.0,6095.5,5417.5,5605.5,7469.0,10061.0,11246.5,13234.5,12040.0,12540.0,11666.5,11854.0,11271.5,7904.0,6579.0,5635.5,4093.0,2340.0,1175.0,434.0,97.0,17.0,16860497,68.0,472.0,4.033095821552591e-06,2.7994429820188576e-05,1.7793069800967314e-05,4.5431638225136544e-05,6,1894.055,307.6666666666667,8.333333333333334,22100,22559,10795,72245,34159,28177,18073,18746,162612,39092,6671,3464,4670,20090,23554,4603,3217,15367,81309,14445,4772.0,2641.0,2361.0,10222.0,13686.0,3051.0,2243.0,9655.0,50223.0,11993.0,26122.0,27709.0,14651.0,93939.0,48653.0,44252.0,19996.0,60393.0,268396.0,72202,428558,964550.0
서울특별시,성동구,2016,11040,0.9627321068868336,11200,0.3658357470481567,2214343,0.94,294744,12494.0,11051.0,10508.0,14513.5,20767.5,22895.0,25559.0,25223.5,24648.5,24473.5,23450.0,23228.5,16872.0,12599.5,10403.5,7542.5,4102.5,1792.5,608.5,136.0,21.5,147707.5,6160.5,5437.5,5242.0,7180.0,10116.5,11338.5,12875.5,12382.0,12004.0,12103.5,11613.0,11573.5,8636.0,6648.5,5678.5,4310.0,2561.5,1270.5,451.0,106.5,18.5,16860100,68.0,472.0,4.033190787717748e-06,2.799508899709966e-05,1.7793488769343006e-05,4.543270799105581e-05,6,1894.055,308.6666666666667,9.333333333333334,22386,23515,10784,74694,35825,29782,18507,19312,168643,41292,7872,4255,5322,22603,27411,6166,3940,19158,91193,18630,2761.0,2010.0,985.0,8305.0,8426.0,3277.0,1801.0,4036.0,32423.0,7272.0,20821.0,24095.0,11524.0,79466.0,45139.0,38675.0,16074.0,33257.0,226838.0,50282,444740,824017.0
서울특별시,성동구,2017,11040,0.611406810661512,11200,0.3658357470481567,2386608,0.948,302367,12467.0,11037.5,10250.0,13793.0,20791.0,23988.0,25093.0,26295.0,23828.5,25242.5,23044.5,23971.5,18125.5,12722.5,10482.5,8191.5,4552.0,1927.5,616.0,155.5,24.0,150073.0,6151.0,5396.5,5138.0,6842.5,10276.0,11827.5,12685.0,13003.0,11631.5,12581.0,11480.5,11894.5,9302.5,6705.5,5743.5,4621.5,2824.5,1366.5,459.0,122.0,21.0,16856985,68.0,472.0,4.033936080503127e-06,2.800026220584523e-05,1.779677682574909e-05,4.544110349507934e-05,6,1894.055,307.0,10.33333333333333,22578,24635,10769,77970,36557,31657,19560,17859,173137,41256,5489,3309,3794,17780,22950,4520,2701,13186,76347,12965,3362.0,1891.0,1132.0,6566.0,9681.0,2615.0,1337.0,4616.0,35280.0,8556.0,19835.0,23798.0,9683.0,79601.0,41387.0,37402.0,15471.0,28731.0,224847.0,47071,455978,765903.0
서울특별시,성동구,2018,11040,0.8322430842637304,11200,0.3658357470481567,2476470,0.953,306796,12285.0,10959.5,10183.5,13098.0,20960.5,25159.5,24961.5,27359.0,23089.5,25564.5,23389.0,24289.5,19350.0,13078.0,10646.0,8711.0,4960.5,2076.0,671.5,175.0,24.5,152940.0,6044.0,5354.0,5038.0,6586.5,10571.5,12470.5,12757.0,13539.5,11319.5,12751.5,11769.0,12065.0,9887.0,6873.0,5835.5,4894.5,3069.5,1456.5,504.5,132.5,21.0,16859546,68.0,472.0,4.033323317247095e-06,2.7996008907950428e-05,1.779407345844307e-05,4.543420089722464e-05,6,1894.055,305.3333333333333,11.33333333333333,24365,27222,11348,85053,39783,34465,30236,19781,185942,44945,4819,4053,4070,15399,19179,4065,2828,10414,69960,11005,3376.0,2180.0,1742.0,7640.0,11350.0,2636.0,1711.0,5568.0,41576.0,9699.0,19313.0,25858.0,11140.0,80357.0,41016.0,36506.0,14792.0,27048.0,154470.0,44056,503140,687826.0
서울특별시,광진구,2015,11050,-0.117760657549134,11215,0.3515110277644091,1832328,0.949,368199,13294.5,12807.0,14748.0,20763.5,27253.0,31682.0,34657.0,28578.0,30348.5,29879.0,28994.0,26794.0,18511.0,14044.0,10830.0,7209.0,3706.0,1772.0,627.0,152.0,21.5,181675.5,6465.0,6282.5,7108.0,10154.5,13796.5,16331.5,17370.0,14183.5,15282.0,15309.0,14771.5,13872.0,9567.5,7321.0,5613.0,4019.0,2387.0,1240.0,463.0,122.0,17.0,17063352,111.0,359.0,6.505169675922996e-06,2.103924246537257e-05,1.1896841839751064e-05,2.9361171239976763e-05,4,2488.77,323.0,8.25,16222,14371,6109,47746,19413,19172,12097,9392,107728,25099,18922,8758,3454,41529,54078,12827,8824,32614,217495,44177,3224.0,3813.0,882.0,10194.0,8099.0,5368.0,3437.0,3862.0,36478.0,7820.0,44036.0,44740.0,12481.0,129812.0,64484.0,68403.0,33413.0,50389.0,385073.0,87242,277349,1445928.0
서울특별시,광진구,2016,11050,0.03456653871217552,11215,0.3515110277644091,1874423,0.949,363979,12902.0,12664.5,13621.5,19607.5,27297.0,31614.5,33013.5,28865.0,28776.0,30165.0,27889.5,27403.5,19965.5,14122.5,10945.0,7646.0,4075.5,1886.0,620.5,164.0,27.0,180388.0,6260.0,6197.5,6603.0,9568.0,13964.0,16276.0,16619.0,14329.5,14523.5,15477.5,14157.5,14217.0,10362.5,7416.0,5699.0,4188.0,2597.5,1310.0,469.0,129.0,24.5,17063230,111.0,359.0,6.505216187087673e-06,2.1039392893373647e-05,1.1896926900709888e-05,2.9361381168747067e-05,4,2488.77,326.0,9.25,17229,15521,6367,50847,20589,21313,12718,9078,113154,26782,18788,7763,3103,40677,54136,16570,12111,29416,197997,42057,3598.0,3602.0,797.0,11403.0,10493.0,6365.0,3994.0,3486.0,37136.0,9000.0,47443.0,48190.0,13050.0,145919.0,78274.0,74523.0,38982.0,50076.0,427273.0,105147,293598,1541369.0
서울특별시,광진구,2017,11050,2.647578074935674,11215,0.3515110277644091,1949150,0.951,363934,12284.0,12417.0,13241.5,18212.0,27122.5,32533.0,31491.5,29376.5,27462.5,30362.5,27237.5,27890.5,21081.0,14362.5,11155.5,8352.0,4454.0,2015.5,659.0,179.0,29.5,180212.5,5951.5,6058.0,6462.0,8880.5,14048.0,16769.5,15876.5,14618.5,13871.5,15587.0,13828.5,14498.0,10938.0,7563.0,5887.0,4541.5,2770.5,1392.5,501.5,142.5,26.5,17063241,111.0,359.0,6.505211993430791e-06,2.103937933010499e-05,1.1896919231229285e-05,2.9361362240620057e-05,4,2488.77,321.0,10.25,18380,16936,6737,55220,21498,23195,13685,9385,121134,28678,17208,8066,2745,37742,45967,13921,12567,21368,181145,37337,4553.0,3836.0,800.0,11507.0,11132.0,6018.0,5077.0,3251.0,44075.0,10527.0,49218.0,49016.0,12992.0,149972.0,71705.0,75652.0,37554.0,40801.0,415021.0,100395,314848,1481168.0
서울특별시,광진구,2018,11050,0.1609342856463413,11215,0.3515110277644091,1997491,0.952,362304,11500.0,12180.0,12999.0,16944.5,26786.5,33787.5,30405.5,29816.0,26234.5,30035.5,27343.0,27826.0,22149.0,14796.5,11512.0,8911.0,4888.5,2157.5,724.0,188.0,30.5,180366.5,5596.5,5904.0,6373.0,8264.0,14116.0,17377.5,15372.5,14930.5,13216.0,15423.5,13986.0,14395.0,11496.5,7764.5,6141.5,4840.0,2971.0,1480.5,540.5,151.0,26.5,17063238,111.0,359.0,6.5052131371548585e-06,2.1039383029176525e-05,1.1896921322904832e-05,2.9361367402834094e-05,4,2488.77,324.25,11.25,19862,18206,7318,59284,22693,25237,14816,9842,129369,30838,9495,3697,1462,17300,23234,6396,8198,10550,92471,20081,2440.0,1711.0,317.0,5460.0,5247.0,2669.0,2861.0,1719.0,23957.0,5669.0,29428.0,28420.0,7469.0,84320.0,44417.0,42167.0,28011.0,23557.0,251305.0,56949,337465,840977.0
서울특별시,동대문구,2015,11060,-0.2157464771395796,11230,0.2909392770509405,1871441,0.957,364787,13494.5,12897.5,13701.5,18359.5,26422.5,27640.5,30124.5,27856.0,29574.5,27856.0,28238.5,28273.5,21058.5,17202.5,14618.0,9792.5,5026.5,2194.5,757.0,160.5,25.0,177433.5,6528.0,6303.5,6665.0,8996.5,12978.5,12940.5,14580.5,13459.0,14055.5,13626.0,14151.0,14438.0,10901.0,9105.5,7843.0,5476.5,3137.0,1543.5,567.0,117.0,21.0,14213440,93.0,344.0,6.543102866019767e-06,2.4202445009793548e-05,2.272497016907941e-05,6.226501114438166e-05,3,3529.37,304.0,19.0,14173,20124,10718,66503,19963,28934,19197,13764,129630,31834,3941,2129,1674,14736,13654,4963,2714,4931,52002,11256,1853.0,1718.0,572.0,4678.0,3965.0,2503.0,2224.0,1133.0,22199.0,4459.0,22887.0,38725.0,16226.0,107120.0,27514.0,43903.0,29139.0,21824.0,267948.0,53555,354840,786145.0
서울특별시,동대문구,2016,11060,3.77527332055385,11230,0.2909392770509405,1908983,0.963,359935,12872.0,12679.0,12594.5,17609.0,26337.5,27533.0,28075.0,27710.0,28013.5,28291.5,27022.5,28585.5,22462.0,17177.0,14545.5,10352.5,5506.5,2352.0,760.0,185.0,26.0,175354.5,6228.0,6205.5,6146.0,8649.5,13087.5,12842.5,13552.0,13401.0,13357.0,13901.0,13386.5,14606.0,11598.5,9058.0,7840.0,5759.5,3362.5,1643.5,568.0,140.0,22.0,14215197,93.0,344.0,6.5422941377456815e-06,2.4199453584779725e-05,2.272216136012748e-05,6.225731518177342e-05,3,3529.43,300.0,20.0,15686,22273,11520,72024,21389,30719,20267,12926,129944,33831,4083,2571,1393,15370,19416,3819,2507,6511,64728,12648,1289.0,1419.0,384.0,3988.0,3487.0,1790.0,1746.0,1001.0,14665.0,3355.0,21409.0,29460.0,10503.0,81422.0,23502.0,37187.0,19544.0,15212.0,154332.0,40660,370579,599401.0
서울특별시,동대문구,2017,11060,2.673418988033638,11230,0.2909392770509405,1986705,0.954,357380,12004.5,12353.5,12043.5,16495.5,25846.5,27873.5,26044.5,27548.0,26461.5,28630.5,26181.0,28573.0,23435.0,17207.0,14444.0,11249.0,5979.5,2516.0,816.5,201.5,27.5,173103.5,5795.5,6052.5,5868.5,8111.0,12917.0,12991.5,12509.0,13331.5,12756.0,14019.0,12889.5,14568.5,12048.0,9083.5,7833.0,6225.5,3596.5,1709.0,617.5,158.5,22.5,14215008,93.0,344.0,6.542381122824553e-06,2.4199775336039207e-05,2.272246346959495e-05,6.225814294300784e-05,3,3529.43,303.6666666666667,21.0,16201,22436,10912,73801,23266,33210,21126,13194,140361,34862,3846,2215,1027,11562,13272,3179,1993,5522,46210,8390,1348.0,1391.0,430.0,3951.0,3391.0,1756.0,1280.0,846.0,14402.0,3168.0,22959.0,29609.0,10690.0,86768.0,27631.0,37262.0,23499.0,20176.0,177595.0,41052,389369,606420.0
서울특별시,동대문구,2018,11060,1.466392010996761,11230,0.2909392770509405,2033946,0.979,358141,11291.5,11977.5,11705.0,15392.0,25588.0,28230.5,24681.0,27651.0,25131.0,28339.5,26094.0,27995.5,24197.0,17386.5,14506.0,11975.0,6482.5,2701.0,906.5,224.0,30.0,171615.0,5443.0,5856.5,5675.5,7612.0,12976.0,13179.0,11864.0,13366.0,12143.0,13816.5,12868.5,14224.0,12403.5,9106.0,7921.0,6611.0,3867.0,1802.0,683.5,171.5,25.5,14215222,93.0,344.0,6.542282631956082e-06,2.4199411025730023e-05,2.2722121399159297e-05,6.225720569119498e-05,3,3529.43,304.3333333333333,22.0,17351,24463,11420,74750,24642,35442,22255,13825,146272,36735,3937,2175,1180,11440,13950,4036,2311,6169,50893,9513,1363.0,1298.0,434.0,3928.0,3691.0,1731.0,1202.0,1284.0,14302.0,3109.0,23693.0,31832.0,10934.0,95173.0,31937.0,37843.0,25995.0,21939.0,191082.0,42272,407155,650646.0
서울특별시,중랑구,2015,11070,-0.1802563822246535,11260,0.2236678876104582,1645088,0.95,403237,15946.0,14367.0,15741.0,22807.5,29347.0,29735.5,35103.5,31288.0,33350.0,34707.0,36624.5,35117.5,24682.0,19135.5,14940.5,9526.0,4935.0,2285.0,773.0,159.5,38.5,205980.0,7790.0,7014.0,7661.5,10881.0,14463.5,14979.5,16927.5,14853.5,16120.0,17461.5,18496.0,17797.0,12576.5,10006.0,7931.5,5321.5,3202.5,1722.0,605.5,135.0,34.5,18495844,83.0,482.0,4.487494596083315e-06,2.605990837725491e-05,1.4706006387164595e-05,4.346922476206006e-05,2,3170.18,323.0,14.0,15670,12431,5778,44794,19312,15968,11552,10438,107295,24334,9796,3809,1372,23198,20356,3534,4844,6261,80808,16020,1287.0,1309.0,281.0,3843.0,3385.0,1582.0,1824.0,862.0,14454.0,2358.0,27480.0,18356.0,7264.0,55590.0,27252.0,22724.0,18391.0,14577.0,144005.0,30333,267572,567155.0
서울특별시,중랑구,2016,11070,0.7947408908153599,11260,0.2236678876104582,1675382,0.954,399317,15399.5,14159.5,14415.5,21465.0,28910.5,29434.5,32958.0,31900.5,31351.5,34686.5,35211.0,36174.0,26813.5,19550.0,15095.0,10158.5,5414.5,2430.0,804.0,177.5,37.5,204185.5,7531.5,6941.0,7026.5,10245.0,14209.0,14814.5,15975.0,15072.5,15184.5,17446.5,17719.0,18358.5,13729.5,10230.5,8038.5,5605.0,3421.0,1827.0,630.0,147.5,33.0,18495756,83.0,482.0,4.487515946901549e-06,2.606003236634393e-05,1.4706076356111098e-05,4.346943158203428e-05,2,3170.18,324.0,15.0,15804,13713,6052,47622,20451,17301,12175,10807,113194,25312,9506,3253,616,24309,18278,2981,3840,8230,74974,12920,2447.0,1100.0,147.0,3322.0,3249.0,1350.0,1216.0,514.0,13297.0,2246.0,25826.0,18179.0,5699.0,53871.0,20166.0,22799.0,18123.0,10009.0,138005.0,28168,282431,528640.0
